"source_desc","sector_desc","group_desc","commodity_desc","class_desc","prodn_practice_desc","util_practice_desc","statisticcat_desc","unit_desc","short_desc","domain_desc","domaincat_desc","agg_level_desc","state_ansi","state_fips_code","state_alpha","state_name","asd_code","asd_desc","county_ansi","county_code","county_name","region_desc","zip_5","watershed_code","watershed_desc","congr_district_code","country_code","country_name","location_desc","year","freq_desc","begin_code","end_code","reference_period_desc","week_ending","load_time","Value","CV (%)"
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","06","06","CA","CALIFORNIA","","","","","","","","00000000","","","9000","UNITED STATES","CALIFORNIA","2022","ANNUAL","00","00","YEAR","","2024-01-09 15:00:00.000","360,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","06","06","CA","CALIFORNIA","","","","","","","","00000000","","","9000","UNITED STATES","CALIFORNIA","2022","ANNUAL","00","00","YEAR - JUN ACREAGE","","2022-06-30 12:00:49.000","370,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","06","06","CA","CALIFORNIA","","","","","","","","00000000","","","9000","UNITED STATES","CALIFORNIA","2022","ANNUAL","00","00","YEAR - MAR ACREAGE","","2022-03-31 12:01:27.000","410,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","06","06","CA","CALIFORNIA","","","","","","","","00000000","","","9000","UNITED STATES","CALIFORNIA","2022","ANNUAL","00","00","YEAR - SEP FORECAST","","2022-09-12 12:03:33.000","370,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","08","08","CO","COLORADO","","","","","","","","00000000","","","9000","UNITED STATES","COLORADO","2022","ANNUAL","00","00","YEAR","","2024-01-09 15:00:00.000","1,340,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","08","08","CO","COLORADO","","","","","","","","00000000","","","9000","UNITED STATES","COLORADO","2022","ANNUAL","00","00","YEAR - JUN ACREAGE","","2022-06-30 12:00:49.000","1,480,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","08","08","CO","COLORADO","","","","","","","","00000000","","","9000","UNITED STATES","COLORADO","2022","ANNUAL","00","00","YEAR - MAR ACREAGE","","2022-03-31 12:01:27.000","1,450,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","08","08","CO","COLORADO","","","","","","","","00000000","","","9000","UNITED STATES","COLORADO","2022","ANNUAL","00","00","YEAR - SEP FORECAST","","2022-09-12 12:03:33.000","1,350,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","09","09","CT","CONNECTICUT","","","","","","","","00000000","","","9000","UNITED STATES","CONNECTICUT","2022","ANNUAL","00","00","YEAR","","2024-01-09 15:00:00.000","24,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","09","09","CT","CONNECTICUT","","","","","","","","00000000","","","9000","UNITED STATES","CONNECTICUT","2022","ANNUAL","00","00","YEAR - JUN ACREAGE","","2022-06-30 12:00:49.000","25,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","09","09","CT","CONNECTICUT","","","","","","","","00000000","","","9000","UNITED STATES","CONNECTICUT","2022","ANNUAL","00","00","YEAR - MAR ACREAGE","","2022-03-31 12:01:27.000","23,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","09","09","CT","CONNECTICUT","","","","","","","","00000000","","","9000","UNITED STATES","CONNECTICUT","2022","ANNUAL","00","00","YEAR - SEP FORECAST","","2022-09-12 12:03:33.000","25,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","10","10","DE","DELAWARE","","","","","","","","00000000","","","9000","UNITED STATES","DELAWARE","2022","ANNUAL","00","00","YEAR","","2024-01-09 15:00:00.000","160,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","10","10","DE","DELAWARE","","","","","","","","00000000","","","9000","UNITED STATES","DELAWARE","2022","ANNUAL","00","00","YEAR - JUN ACREAGE","","2022-06-30 12:00:49.000","170,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","10","10","DE","DELAWARE","","","","","","","","00000000","","","9000","UNITED STATES","DELAWARE","2022","ANNUAL","00","00","YEAR - MAR ACREAGE","","2022-03-31 12:01:27.000","170,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","10","10","DE","DELAWARE","","","","","","","","00000000","","","9000","UNITED STATES","DELAWARE","2022","ANNUAL","00","00","YEAR - SEP FORECAST","","2022-09-12 12:03:33.000","170,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","12","12","FL","FLORIDA","","","","","","","","00000000","","","9000","UNITED STATES","FLORIDA","2022","ANNUAL","00","00","YEAR","","2024-01-09 15:00:00.000","85,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","12","12","FL","FLORIDA","","","","","","","","00000000","","","9000","UNITED STATES","FLORIDA","2022","ANNUAL","00","00","YEAR - JUN ACREAGE","","2022-06-30 12:00:49.000","80,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","12","12","FL","FLORIDA","","","","","","","","00000000","","","9000","UNITED STATES","FLORIDA","2022","ANNUAL","00","00","YEAR - MAR ACREAGE","","2022-03-31 12:01:27.000","80,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","12","12","FL","FLORIDA","","","","","","","","00000000","","","9000","UNITED STATES","FLORIDA","2022","ANNUAL","00","00","YEAR - SEP FORECAST","","2022-09-12 12:03:33.000","85,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","13","13","GA","GEORGIA","","","","","","","","00000000","","","9000","UNITED STATES","GEORGIA","2022","ANNUAL","00","00","YEAR","","2024-01-09 15:00:00.000","415,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","13","13","GA","GEORGIA","","","","","","","","00000000","","","9000","UNITED STATES","GEORGIA","2022","ANNUAL","00","00","YEAR - JUN ACREAGE","","2022-06-30 12:00:49.000","430,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","13","13","GA","GEORGIA","","","","","","","","00000000","","","9000","UNITED STATES","GEORGIA","2022","ANNUAL","00","00","YEAR - MAR ACREAGE","","2022-03-31 12:01:27.000","430,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","13","13","GA","GEORGIA","","","","","","","","00000000","","","9000","UNITED STATES","GEORGIA","2022","ANNUAL","00","00","YEAR - SEP FORECAST","","2022-09-12 12:03:33.000","425,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","16","16","ID","IDAHO","","","","","","","","00000000","","","9000","UNITED STATES","IDAHO","2022","ANNUAL","00","00","YEAR","","2024-01-09 15:00:00.000","310,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","16","16","ID","IDAHO","","","","","","","","00000000","","","9000","UNITED STATES","IDAHO","2022","ANNUAL","00","00","YEAR - JUN ACREAGE","","2022-06-30 12:00:49.000","360,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","16","16","ID","IDAHO","","","","","","","","00000000","","","9000","UNITED STATES","IDAHO","2022","ANNUAL","00","00","YEAR - MAR ACREAGE","","2022-03-31 12:01:27.000","350,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","16","16","ID","IDAHO","","","","","","","","00000000","","","9000","UNITED STATES","IDAHO","2022","ANNUAL","00","00","YEAR - SEP FORECAST","","2022-09-12 12:03:33.000","320,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","17","17","IL","ILLINOIS","","","","","","","","00000000","","","9000","UNITED STATES","ILLINOIS","2022","ANNUAL","00","00","YEAR","","2024-01-09 15:00:00.000","10,800,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","17","17","IL","ILLINOIS","","","","","","","","00000000","","","9000","UNITED STATES","ILLINOIS","2022","ANNUAL","00","00","YEAR - JUN ACREAGE","","2022-06-30 12:00:49.000","10,700,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","17","17","IL","ILLINOIS","","","","","","","","00000000","","","9000","UNITED STATES","ILLINOIS","2022","ANNUAL","00","00","YEAR - MAR ACREAGE","","2022-03-31 12:01:27.000","10,700,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","17","17","IL","ILLINOIS","","","","","","","","00000000","","","9000","UNITED STATES","ILLINOIS","2022","ANNUAL","00","00","YEAR - SEP FORECAST","","2022-09-12 12:03:33.000","10,800,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","18","18","IN","INDIANA","","","","","","","","00000000","","","9000","UNITED STATES","INDIANA","2022","ANNUAL","00","00","YEAR","","2024-01-09 15:00:00.000","5,250,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","18","18","IN","INDIANA","","","","","","","","00000000","","","9000","UNITED STATES","INDIANA","2022","ANNUAL","00","00","YEAR - JUN ACREAGE","","2022-06-30 12:00:49.000","5,100,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","18","18","IN","INDIANA","","","","","","","","00000000","","","9000","UNITED STATES","INDIANA","2022","ANNUAL","00","00","YEAR - MAR ACREAGE","","2022-03-31 12:01:27.000","5,100,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","18","18","IN","INDIANA","","","","","","","","00000000","","","9000","UNITED STATES","INDIANA","2022","ANNUAL","00","00","YEAR - SEP FORECAST","","2022-09-12 12:03:33.000","5,200,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","19","19","IA","IOWA","","","","","","","","00000000","","","9000","UNITED STATES","IOWA","2022","ANNUAL","00","00","YEAR","","2024-01-09 15:00:00.000","12,900,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","19","19","IA","IOWA","","","","","","","","00000000","","","9000","UNITED STATES","IOWA","2022","ANNUAL","00","00","YEAR - JUN ACREAGE","","2022-06-30 12:00:49.000","12,700,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","19","19","IA","IOWA","","","","","","","","00000000","","","9000","UNITED STATES","IOWA","2022","ANNUAL","00","00","YEAR - MAR ACREAGE","","2022-03-31 12:01:27.000","12,600,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","19","19","IA","IOWA","","","","","","","","00000000","","","9000","UNITED STATES","IOWA","2022","ANNUAL","00","00","YEAR - SEP FORECAST","","2022-09-12 12:03:33.000","12,900,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","20","20","KS","KANSAS","","","","","","","","00000000","","","9000","UNITED STATES","KANSAS","2022","ANNUAL","00","00","YEAR","","2024-01-09 15:00:00.000","5,500,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","20","20","KS","KANSAS","","","","","","","","00000000","","","9000","UNITED STATES","KANSAS","2022","ANNUAL","00","00","YEAR - JUN ACREAGE","","2022-06-30 12:00:49.000","5,400,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","20","20","KS","KANSAS","","","","","","","","00000000","","","9000","UNITED STATES","KANSAS","2022","ANNUAL","00","00","YEAR - MAR ACREAGE","","2022-03-31 12:01:27.000","5,400,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","20","20","KS","KANSAS","","","","","","","","00000000","","","9000","UNITED STATES","KANSAS","2022","ANNUAL","00","00","YEAR - SEP FORECAST","","2022-09-12 12:03:33.000","5,500,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","21","21","KY","KENTUCKY","","","","","","","","00000000","","","9000","UNITED STATES","KENTUCKY","2022","ANNUAL","00","00","YEAR","","2024-01-09 15:00:00.000","1,420,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","21","21","KY","KENTUCKY","","","","","","","","00000000","","","9000","UNITED STATES","KENTUCKY","2022","ANNUAL","00","00","YEAR - JUN ACREAGE","","2022-06-30 12:00:49.000","1,500,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","21","21","KY","KENTUCKY","","","","","","","","00000000","","","9000","UNITED STATES","KENTUCKY","2022","ANNUAL","00","00","YEAR - MAR ACREAGE","","2022-03-31 12:01:27.000","1,550,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","21","21","KY","KENTUCKY","","","","","","","","00000000","","","9000","UNITED STATES","KENTUCKY","2022","ANNUAL","00","00","YEAR - SEP FORECAST","","2022-09-12 12:03:33.000","1,440,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","22","22","LA","LOUISIANA","","","","","","","","00000000","","","9000","UNITED STATES","LOUISIANA","2022","ANNUAL","00","00","YEAR","","2024-01-09 15:00:00.000","450,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","22","22","LA","LOUISIANA","","","","","","","","00000000","","","9000","UNITED STATES","LOUISIANA","2022","ANNUAL","00","00","YEAR - JUN ACREAGE","","2022-06-30 12:00:49.000","500,000",""
"SURVEY","CROPS","FIELD CROPS","CORN","ALL CLASSES","ALL PRODUCTION PRACTICES","ALL UTILIZATION PRACTICES","AREA PLANTED","ACRES","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","STATE","22","22","LA","LOUISIANA","","","","","","","","00000000","","","9000","UNITED STATES","LOUISIANA","2022","ANNUAL","00","00","YEAR - MAR ACREAGE","","2022-03-31 12:01:27.000","500,000",""
